"woman" "district" "user" "living.children" "age_mean" "urban"  "constant"
733. 22 0 1 -10.559 0 1
734. 22 0 4 -4.5599 0 1
735. 22 0 4 17.4400 0 1
736. 22 1 2 -3.5599 0 1
737. 22 0 3 -3.5600 0 1
738. 22 0 3 3.44000 0 1
739. 22 0 2 -8.5599 0 1
740. 22 0 3 -1.5600 0 1
741. 22 0 4 5.44000 0 1
742. 22 0 1 -11.559 0 1
743. 22 0 4 17.4400 0 1
744. 22 0 4 6.44000 0 1
745. 22 0 4 0.44000 0 1
746. 22 0 4 0.44000 0 1
747. 22 1 3 -4.5599 0 1
748. 22 1 2 -1.5599 0 1
749. 23 0 3 -4.5599 0 1
750. 23 0 1 -8.5599 0 1
751. 23 1 3 -1.5599 0 1
752. 23 0 3 -2.5599 0 1
753. 23 0 4 16.4400 0 1
754. 23 0 4 -1.5599 0 1
755. 23 0 3 -5.5600 0 1
756. 23 0 2 10.4400 0 1
757. 23 1 4 10.4400 0 1
758. 23 0 1 -11.559 0 1
759. 23 0 4 8.44000 0 1
760. 23 1 4 7.44000 0 1
761. 23 0 1 -11.559 0 1
762. 23 1 3 5.44000 0 1
763. 23 0 4 8.44000 0 1
764. 24 0 1 -8.5599 0 1
765. 24 0 4 -3.5599 0 1
766. 24 0 2 -6.5599 0 1
767. 24 0 4 17.4400 0 1
768. 24 0 1 -11.559 0 1
769. 24 0 1 -10.559 0 1
770. 24 0 4 5.44000 0 1
771. 24 0 4 9.44000 0 1
772. 24 0 4 4.44000 0 1
773. 24 0 1 6.44000 0 1
774. 24 1 4 6.44000 0 1
775. 24 0 1 -13.560 0 1
776. 24 0 2 -4.5599 0 1
777. 24 0 4 15.4400 0 1
778. 25 0 1 -8.5599 1 1
779. 25 1 3 -5.5599 1 1
780. 25 0 1 -3.5599 1 1
781. 25 1 4 1.44000 1 1
782. 25 0 1 -1.5599 1 1
783. 25 1 2 9.44000 1 1
784. 25 1 4 8.44000 1 1
785. 25 1 2 -0.5599 1 1
786. 25 0 4 -5.5600 1 1
787. 25 0 1 0.44000 1 1
788. 25 1 4 -1.5599 1 1
789. 25 0 1 -11.559 1 1
790. 25 0 1 -11.559 1 1
791. 25 1 4 4.44000 1 1
792. 25 0 1 -9.5599 1 1
793. 25 0 1 -10.559 1 1
794. 25 0 2 2.44000 1 1
795. 25 1 2 -7.5599 1 1
796. 25 1 4 18.4400 0 1
797. 25 0 2 -6.5599 0 1
798. 25 0 4 -2.5599 0 1
799. 25 1 2 -3.5599 0 1
800. 25 1 2 -8.5599 0 1
801. 25 1 3 6.44000 0 1
802. 25 0 1 -13.560 0 1
803. 25 0 4 3.44000 0 1
804. 25 0 4 3.44000 0 1
805. 25 0 4 1.44000 0 1
806. 25 0 1 -8.5599 0 1
807. 25 1 4 0.44000 0 1
808. 25 1 4 4.44000 0 1
809. 25 0 3 -5.5599 0 1
810. 25 1 4 5.44000 0 1
811. 25 1 2 -10.559 0 1
812. 25 1 4 -9.5599 0 1
813. 25 0 4 4.44000 0 1
814. 25 1 3 1.44000 0 1
815. 25 0 1 -12.560 0 1
816. 25 0 3 -6.5599 0 1
817. 25 0 2 -4.5599 0 1
818. 25 0 1 -1.5599 0 1
819. 25 1 3 5.44000 0 1
820. 25 1 4 5.44000 0 1
821. 25 0 3 2.44000 0 1
822. 25 1 4 10.4400 0 1
823. 25 0 1 -11.560 0 1
824. 25 1 4 4.44000 0 1
825. 25 0 4 7.44000 0 1
826. 25 1 2 -6.5599 0 1
827. 25 1 4 0.44000 0 1
828. 25 1 4 -1.5599 0 1
829. 25 0 2 -5.5599 0 1
830. 25 0 2 -2.5599 0 1
831. 25 1 4 14.4400 0 1
832. 25 0 1 -5.5599 0 1
833. 25 1 2 -11.559 0 1
834. 25 1 4 1.44000 0 1
835. 25 0 3 -0.5600 0 1
836. 25 0 4 18.4400 0 1
837. 25 0 2 -1.5599 0 1
838. 25 0 1 -11.560 0 1
839. 25 0 2 -5.5599 0 1
840. 25 0 3 -1.5599 0 1
841. 25 1 4 -2.5599 0 1
842. 25 1 4 4.44000 0 1
843. 25 0 1 -12.560 0 1
844. 25 0 4 5.44000 0 1
845. 26 1 4 5.44000 0 1
846. 26 0 4 5.44000 0 1
847. 26 0 4 3.44000 0 1
848. 26 0 4 7.44000 0 1
849. 26 0 2 -8.5599 0 1
850. 26 0 2 -9.5599 0 1
851. 26 0 1 -9.5599 0 1
852. 26 1 3 7.44000 0 1
853. 26 0 2 -5.5599 0 1
854. 26 1 2 -2.5599 0 1
855. 26 0 3 15.4400 0 1
856. 26 1 3 7.44000 0 1
857. 26 1 3 -2.5599 0 1
858. 27 0 4 1.44000 1 1
859. 27 0 1 -2.5599 1 1
860. 27 0 4 4.44000 1 1
861. 27 1 1 -9.5599 1 1
862. 27 1 4 14.4400 1 1
863. 27 0 2 -6.5600 0 1
864. 27 0 1 -12.559 0 1
865. 27 0 4 15.4400 0 1
866. 27 0 4 10.4400 0 1
867. 27 0 2 2.44000 0 1
868. 27 0 4 14.4400 0 1
869. 27 0 4 19.4400 0 1
870. 27 0 3 6.44000 0 1
871. 27 0 4 10.4400 0 1
872. 27 1 1 -5.5599 0 1
873. 27 0 4 19.4400 0 1
874. 27 0 1 0.44000 0 1
875. 27 0 1 -12.559 0 1
876. 27 0 1 -12.559 0 1
877. 27 0 1 -7.5600 0 1
878. 27 0 1 -1.5599 0 1
879. 27 1 3 9.44000 0 1
880. 27 1 4 14.4400 0 1
881. 27 0 2 -4.5599 0 1
882. 27 0 1 -10.559 0 1
883. 27 0 3 -5.5600 0 1
884. 27 0 4 17.4400 0 1
885. 27 1 1 -5.5599 0 1
886. 27 1 4 2.44000 0 1
887. 27 0 1 -13.559 0 1
888. 27 0 1 -12.559 0 1
889. 27 1 3 -0.5599 0 1
890. 27 0 4 8.44000 0 1
891. 27 0 2 -2.5599 0 1
892. 27 0 1 -11.559 0 1
893. 27 0 2 -5.5599 0 1
894. 27 0 2 4.44000 0 1
895. 27 0 1 -9.5599 0 1
896. 27 0 4 14.4400 0 1
897. 27 0 4 9.44000 0 1
898. 27 0 4 11.4400 0 1
899. 27 0 4 18.4400 0 1
900. 27 0 4 11.4400 0 1
901. 27 0 4 6.44000 0 1
902. 28 0 4 10.4400 1 1
903. 28 0 4 -1.5599 1 1
904. 28 0 4 9.44000 1 1
905. 28 1 4 4.44000 1 1
906. 28 1 2 -9.5599 0 1
907. 28 1 3 -2.5599 0 1
908. 28 0 2 -1.5600 0 1
909. 28 0 4 18.4400 0 1
910. 28 1 4 9.44000 0 1
911. 28 0 4 18.4400 0 1
912. 28 1 4 10.4400 0 1
913. 28 1 4 -1.5599 0 1
914. 28 0 4 9.44000 0 1
915. 28 1 4 9.44000 0 1
916. 28 0 4 19.4400 0 1
917. 28 0 1 -7.5600 0 1
918. 28 1 1 -13.560 0 1
919. 28 0 4 18.4400 0 1
920. 28 0 1 -12.559 0 1
921. 28 0 3 -0.5599 0 1
922. 28 1 4 11.4400 0 1
923. 28 0 1 -12.559 0 1
924. 28 0 1 -13.560 0 1
925. 28 0 1 -9.5599 0 1
926. 28 0 1 -11.559 0 1
927. 28 1 4 5.44000 0 1
928. 28 0 2 -7.5600 0 1
929. 28 0 1 -7.5600 0 1
930. 28 0 4 16.4400 0 1
931. 28 1 4 1.44000 0 1
932. 28 1 3 -2.5599 0 1
933. 28 0 4 1.44000 0 1
934. 28 0 4 18.4400 0 1
935. 28 0 2 -2.5599 0 1
936. 28 0 4 3.44000 0 1
937. 28 0 4 19.4400 0 1
938. 28 0 2 -9.5599 0 1
939. 28 0 2 -6.5600 0 1
940. 28 0 3 -2.5599 0 1
941. 28 0 1 -7.5600 0 1
942. 28 0 1 -10.559 0 1
943. 28 0 3 8.44000 0 1
944. 28 0 4 6.44000 0 1
945. 28 0 4 10.4400 0 1
946. 28 0 3 -9.5599 0 1
947. 28 0 1 -12.559 0 1
948. 28 0 4 8.44000 0 1
949. 28 0 2 0.44000 0 1
950. 28 0 2 -0.5599 0 1
951. 29 0 4 9.44000 1 1
952. 29 0 1 -5.5599 1 1
953. 29 1 4 12.4400 1 1
954. 29 1 4 7.44000 1 1
955. 29 0 1 -0.5599 1 1
956. 29 1 3 0.44000 1 1
957. 29 1 1 10.4400 1 1
958. 29 0 1 -8.5599 0 1
959. 29 0 1 -13.559 0 1
960. 29 0 1 -10.559 0 1
961. 29 0 1 -7.5600 0 1
962. 29 0 4 -1.5599 0 1
963. 29 0 3 -0.5599 0 1
964. 29 0 4 11.4400 0 1
965. 29 0 1 4.44000 0 1
966. 29 0 4 10.4400 0 1
967. 29 0 1 -4.5599 0 1
968. 29 0 1 -9.5599 0 1
969. 29 1 1 -12.559 0 1
970. 29 0 1 -9.5599 0 1
971. 29 1 4 8.44000 0 1
972. 29 0 4 19.4400 0 1
973. 29 0 3 18.4400 0 1
974. 29 0 1 -9.5599 0 1
975. 29 0 1 -7.5600 0 1
976. 29 1 4 2.44000 0 1
977. 29 0 1 -11.559 0 1
978. 29 1 2 -8.5599 0 1
979. 29 0 2 -5.5599 0 1
980. 29 0 2 -9.5599 0 1
981. 29 0 3 -5.5599 0 1
982. 29 1 4 0.44000 0 1
983. 30 1 2 -0.5599 1 1
984. 30 1 3 5.44000 1 1
985. 30 1 2 -0.5599 1 1
986. 30 1 4 5.44000 1 1
987. 30 1 4 8.44000 1 1
988. 30 0 2 -6.5599 1 1
989. 30 0 3 -3.5600 1 1
990. 30 1 4 19.4399 1 1
991. 30 1 3 0.44000 1 1
992. 30 1 4 19.4399 1 1
993. 30 0 1 -8.5599 1 1
994. 30 1 2 -2.5599 1 1
995. 30 1 2 -8.5599 1 1
996. 30 1 2 -2.5599 1 1
997. 30 0 1 -10.559 1 1
998. 30 1 2 5.44000 1 1
999. 30 1 4 11.4400 0 1
1000 30 0 1 4.44000 0 1
1001 30 1 2 -4.5599 0 1
1002 30 0 1 3.44000 0 1
1003 30 0 1 -9.5599 0 1
1004 30 1 4 6.44000 0 1
1005 30 0 1 -11.559 0 1
1006 30 1 4 8.44000 0 1
1007 30 1 4 -6.5599 0 1
1008 30 1 4 9.44000 0 1
1009 30 0 1 -13.559 0 1
1010 30 1 1 -10.559 0 1
1011 30 0 2 -7.5599 0 1
1012 30 0 4 6.44000 0 1
1013 30 1 2 -1.5599 0 1
1014 30 0 4 15.4400 0 1
1015 30 0 1 -6.5599 0 1
1016 30 1 2 -4.5599 0 1
1017 30 0 1 -11.559 0 1
1018 30 1 2 -4.5599 0 1
1019 30 1 4 9.44000 0 1
1020 30 0 1 -11.559 0 1
1021 30 0 2 -8.5599 0 1
1022 30 1 4 17.4400 0 1
1023 30 0 2 -6.5599 0 1
1024 30 0 2 -0.5599 0 1
1025 30 1 4 7.44000 0 1
1026 30 1 4 2.44000 0 1
1027 30 1 4 7.44000 0 1
1028 30 1 2 8.44000 0 1
1029 30 0 1 -9.5599 0 1
1030 30 0 4 8.44000 0 1
1031 30 0 1 -11.559 0 1
1032 30 0 1 12.4400 0 1
1033 30 0 3 0.44000 0 1
1034 30 0 1 -10.559 0 1
1035 30 1 2 2.44000 0 1
1036 30 0 1 -9.5599 0 1
1037 30 0 3 0.44000 0 1
1038 30 0 1 -10.559 0 1
1039 30 0 1 -10.559 0 1
1040 30 0 4 9.44000 0 1
1041 30 0 4 17.4400 0 1
1042 30 1 3 -0.5599 0 1
1043 30 0 2 -8.5599 0 1
1044 31 0 4 15.4400 1 1
1045 31 1 1 -6.5599 1 1
1046 31 1 4 0.44000 1 1
1047 31 1 4 2.44000 1 1
1048 31 0 4 16.4400 1 1
1049 31 0 1 -11.559 1 1
1050 31 0 4 17.4400 0 1
1051 31 1 4 18.4400 0 1
1052 31 1 4 14.4400 0 1
1053 31 1 3 -7.5599 0 1
1054 31 0 2 17.4400 0 1
1055 31 1 2 -0.5599 0 1
1056 31 0 1 -9.5599 0 1
1057 31 0 1 -9.5599 0 1
1058 31 1 4 2.44000 0 1
1059 31 0 2 -2.5600 0 1
1060 31 1 4 3.44000 0 1
1061 31 0 4 0.44000 0 1
1062 31 0 1 -13.559 0 1
1063 31 0 1 -11.559 0 1
1064 31 0 4 10.4400 0 1
1065 31 0 4 14.4400 0 1
1066 31 1 3 -0.5599 0 1
1067 31 0 4 8.44000 0 1
1068 31 0 1 -10.559 0 1
1069 31 1 2 -7.5599 0 1
1070 31 1 4 6.44000 0 1
1071 31 1 2 -0.5599 0 1
1072 31 0 4 18.4400 0 1
1073 31 1 1 -10.559 0 1
1074 31 1 2 -9.5599 0 1
1075 31 0 4 0.44000 0 1
1076 31 0 1 -11.559 0 1
1077 32 1 4 10.4400 0 1
1078 32 0 1 -2.5599 0 1
1079 32 0 4 0.44000 0 1
1080 32 0 3 -2.5599 0 1
1081 32 0 3 -3.5599 0 1
1082 32 0 4 13.4400 0 1
1083 32 1 4 -3.5599 0 1
1084 32 0 4 12.4400 0 1
1085 32 0 4 1.44000 0 1
1086 32 0 1 -9.5599 0 1
1087 32 1 4 -2.5599 0 1
1088 32 0 4 1.44000 0 1
1089 32 1 4 -2.5599 0 1
1090 32 0 4 8.44000 0 1
1091 32 1 1 -11.559 0 1
1092 32 0 2 -11.560 0 1
1093 32 0 4 -0.5599 0 1
1094 32 0 1 -11.559 0 1
1095 32 0 3 4.44000 0 1
1096 32 0 4 1.44000 0 1
1097 32 0 4 5.44000 0 1
1098 32 0 4 2.44000 0 1
1099 32 0 2 -9.5599 0 1
1100 32 0 4 4.44000 0 1
1101 33 0 3 4.44000 1 1
1102 33 1 4 1.44000 1 1
1103 33 1 4 2.44000 1 1
1104 33 1 2 -1.5599 1 1
1105 33 0 2 -7.5599 1 1
1106 33 1 4 5.44000 1 1
1107 33 1 4 6.44000 1 1
1108 33 0 2 -10.560 0 1
1109 33 1 4 0.44000 0 1
1110 33 0 3 19.4400 0 1
1111 33 0 3 -2.5599 0 1
1112 33 0 2 -4.5599 0 1
1113 33 0 4 18.4400 0 1
1114 33 0 3 6.44000 0 1
1115 34 1 3 13.4400 1 1
1116 34 0 4 8.44000 1 1
1117 34 1 1 -9.5599 1 1
1118 34 0 1 4.44000 1 1
1119 34 0 4 10.4400 1 1
1120 34 1 1 -1.5599 1 1
1121 34 0 3 10.4400 1 1
1122 34 0 4 11.4400 1 1
1123 34 0 4 -2.5599 1 1
1124 34 1 1 -11.559 0 1
1125 34 1 2 3.44000 0 1
1126 34 1 3 4.44000 0 1
1127 34 1 4 -3.5600 0 1
1128 34 1 1 -8.5599 0 1
1129 34 0 3 8.44000 0 1
1130 34 1 4 8.44000 0 1
1131 34 1 4 4.44000 0 1
1132 34 1 3 -3.5599 0 1
1133 34 1 4 8.44000 0 1
1134 34 0 3 -3.5599 0 1
1135 34 0 2 -9.5599 0 1
1136 34 1 4 -2.5599 0 1
1137 34 1 4 2.44000 0 1
1138 34 1 3 0.44000 0 1
1139 34 0 2 4.44000 0 1
1140 34 1 3 -7.5599 0 1
1141 34 1 4 11.4400 0 1
1142 34 0 1 -12.559 0 1
1143 34 0 4 9.44000 0 1
1144 34 1 2 -2.5599 0 1
1145 34 1 4 -2.5599 0 1
1146 34 1 3 13.4400 0 1
1147 34 1 4 11.4400 0 1
1148 34 1 3 0.44000 0 1
1149 34 1 4 12.4400 0 1
1150 35 1 1 0.44000 1 1
1151 35 0 2 -10.559 1 1
1152 35 0 1 -6.5599 1 1
1153 35 1 2 -12.559 1 1
1154 35 0 1 -11.559 1 1
1155 35 0 2 -9.5599 1 1
1156 35 0 3 -10.559 1 1
1157 35 0 3 6.44000 1 1
1158 35 1 1 -6.5599 1 1
1159 35 1 4 -5.5599 1 1
1160 35 1 4 -0.5599 1 1
1161 35 0 4 17.4400 1 1
1162 35 1 2 -0.5599 1 1
1163 35 1 2 -0.5599 1 1
1164 35 1 1 2.44000 1 1
1165 35 0 2 6.44000 1 1
1166 35 1 3 -6.5599 1 1
1167 35 1 3 9.44000 1 1
1168 35 1 4 4.44000 1 1
1169 35 0 1 -13.559 1 1
1170 35 0 4 5.44000 0 1
1171 35 0 3 -7.5599 0 1
1172 35 0 4 3.44000 0 1
1173 35 0 3 -6.5599 0 1
1174 35 0 2 -13.559 0 1
1175 35 0 4 -0.5599 0 1
1176 35 0 4 6.44000 0 1
1177 35 1 4 18.4400 0 1
1178 35 1 4 3.44000 0 1
1179 35 1 1 -7.5599 0 1
1180 35 1 4 -2.5599 0 1
1181 35 1 2 -2.5600 0 1
1182 35 1 4 -8.5599 0 1
1183 35 1 3 -0.5599 0 1
1184 35 0 3 4.44000 0 1
1185 35 1 4 1.44000 0 1
1186 35 1 3 12.4400 0 1
1187 35 0 2 -6.5599 0 1
1188 35 1 3 10.4400 0 1
1189 35 0 1 -11.559 0 1
1190 35 1 3 -6.5599 0 1
1191 35 0 4 5.44000 0 1
1192 35 1 4 10.4400 0 1
1193 35 0 4 2.44000 0 1
1194 35 1 4 14.4400 0 1
1195 35 0 2 -9.5599 0 1
1196 35 0 4 16.4400 0 1
1197 35 0 1 16.4400 0 1
1198 36 0 4 12.4400 1 1
1199 36 1 3 -4.5599 1 1
1200 36 0 1 -10.559 1 1
1201 36 0 1 -8.5599 0 1
1202 36 0 3 -0.5599 0 1
1203 36 1 3 -2.5599 0 1
1204 36 1 3 -3.5599 0 1
1205 36 0 2 5.44000 0 1
1206 36 0 4 19.4400 0 1
1207 36 0 4 1.44000 0 1
1208 36 1 4 3.44000 0 1
1209 36 0 4 1.44000 0 1
1210 36 0 4 2.44000 0 1
1211 36 0 2 -9.5599 0 1
1212 36 0 2 -7.5599 0 1
1213 36 1 2 4.44000 0 1
1214 36 1 2 -5.5599 0 1
1215 37 1 2 1.44000 0 1
1216 37 0 4 5.44000 0 1
1217 37 1 3 -4.5599 0 1
1218 37 1 4 18.4400 0 1
1219 37 1 3 -2.5599 0 1
1220 37 1 3 -3.5599 0 1
1221 37 1 1 -9.5599 0 1
1222 37 1 4 9.44000 0 1
1223 37 0 2 -6.5599 0 1
1224 37 0 1 -13.559 0 1
1225 37 0 4 3.44000 0 1
1226 37 0 4 16.4400 0 1
1227 37 0 4 10.4400 0 1
1228 38 1 4 8.44000 1 1
1229 38 0 4 15.4400 1 1
1230 38 1 4 -1.5599 1 1
1231 38 1 4 15.4400 1 1
1232 38 1 4 9.44000 1 1
1233 38 0 1 -6.5599 1 1
1234 38 0 2 19.4400 1 1
1235 38 0 4 19.4400 0 1
1236 38 0 4 0.44000 0 1
1237 38 0 1 -12.559 0 1
1238 38 0 4 16.4400 0 1
1239 38 0 4 17.4400 0 1
1240 38 0 4 16.4400 0 1
1241 38 0 1 -9.5599 0 1
1242 39 0 4 4.44000 1 1
1243 39 1 2 -10.559 1 1
1244 39 0 4 8.44000 0 1
1245 39 0 4 14.4400 0 1
1246 39 1 1 -1.5599 0 1
1247 39 1 1 -10.560 0 1
1248 39 1 3 -1.5599 0 1
1249 39 1 1 -7.5599 0 1
1250 39 1 2 -0.5599 0 1
1251 39 1 3 -1.5599 0 1
1252 39 0 1 -6.5600 0 1
1253 39 1 4 10.4400 0 1
1254 39 0 4 5.44000 0 1
1255 39 0 1 -4.5599 0 1
1256 39 0 1 -11.559 0 1
1257 39 1 1 -10.560 0 1
1258 39 0 4 13.4400 0 1
1259 39 0 4 8.44000 0 1
1260 39 1 3 12.4400 0 1
1261 39 0 1 -13.559 0 1
1262 39 0 4 -7.5599 0 1
1263 39 1 4 -8.5599 0 1
1264 39 0 1 -7.5599 0 1
1265 39 0 4 19.4400 0 1
1266 39 1 1 3.44000 0 1
1267 39 1 4 7.44000 0 1
1268 40 0 3 2.44000 1 1
1269 40 0 4 2.44000 1 1
1270 40 0 4 1.44000 1 1
1271 40 0 1 -12.559 1 1
1272 40 1 1 -4.5599 1 1
1273 40 1 1 -3.5599 1 1
1274 40 0 1 -10.559 1 1
1275 40 1 4 10.4400 1 1
1276 40 0 1 -7.5599 1 1
1277 40 1 4 3.44000 1 1
1278 40 1 2 -3.5599 1 1
1279 40 0 1 -9.5599 1 1
1280 40 1 1 0.44000 1 1
1281 40 1 3 5.44000 1 1
1282 40 1 4 1.44000 1 1
1283 40 0 4 10.4400 1 1
1284 40 0 4 11.4400 1 1
1285 40 1 1 -8.5599 1 1
1286 40 1 4 4.44000 1 1
1287 40 0 1 5.44000 1 1
1288 40 1 2 -1.5599 1 1
1289 40 1 1 12.4400 1 1
1290 40 0 2 -8.5599 1 1
1291 40 0 1 4.44000 1 1
1292 40 0 1 -11.559 1 1
1293 40 1 3 -1.5599 1 1
1294 40 0 2 11.4400 1 1
1295 40 0 4 15.4400 1 1
1296 40 1 2 -5.5599 1 1
1297 40 0 4 4.44000 0 1
1298 40 1 4 5.44000 0 1
1299 40 1 4 0.44000 0 1
1300 40 0 4 19.4400 0 1
1301 40 1 4 0.44000 0 1
1302 40 0 1 -4.5599 0 1
1303 40 0 4 13.4400 0 1
1304 40 0 4 14.4400 0 1
1305 40 1 4 17.4400 0 1
1306 40 1 1 -10.559 0 1
1307 40 0 4 -4.5599 0 1
1308 40 0 4 12.4400 0 1
1309 41 0 4 6.44000 1 1
1310 41 0 4 6.44000 1 1
1311 41 0 1 6.44000 1 1
1312 41 0 2 1.44000 0 1
1313 41 1 4 13.4400 0 1
1314 41 1 4 10.4400 0 1
1315 41 1 3 -4.5599 0 1
1316 41 1 1 -8.5599 0 1
1317 41 1 4 0.44000 0 1
1318 41 0 4 2.44000 0 1
1319 41 0 4 -0.5599 0 1
1320 41 1 4 7.44000 0 1
1321 41 0 4 12.4400 0 1
1322 41 0 3 -7.5599 0 1
1323 41 1 2 -1.5599 0 1
1324 41 0 2 11.4400 0 1
1325 41 1 3 -2.5599 0 1
1326 41 1 1 -3.5599 0 1
1327 41 0 1 -12.559 0 1
1328 41 1 3 -0.5599 0 1
1329 41 0 2 -5.5599 0 1
1330 41 0 3 -1.5599 0 1
1331 41 1 2 5.44000 0 1
1332 41 0 2 -6.5599 0 1
1333 41 1 4 8.44000 0 1
1334 41 1 2 -9.5599 0 1
1335 42 0 2 -7.5599 1 1
1336 42 1 2 -2.5599 1 1
1337 42 0 1 -13.559 1 1
1338 42 0 2 0.44000 1 1
1339 42 0 2 -0.5599 1 1
1340 42 0 1 -10.560 0 1
1341 42 1 3 9.44000 0 1
1342 42 1 4 11.4400 0 1
1343 42 1 2 1.44000 0 1
1344 42 1 4 16.4400 0 1
1345 42 1 2 -1.5599 0 1
1346 43 0 1 1.44000 1 1
1347 43 1 1 -6.5599 1 1
1348 43 1 2 -0.5599 1 1
1349 43 0 3 3.44000 1 1
1350 43 0 4 0.44000 1 1
1351 43 1 3 5.44000 1 1
1352 43 0 1 6.44000 1 1
1353 43 1 3 2.44000 1 1
1354 43 1 3 -2.5599 1 1
1355 43 0 2 -0.5599 1 1
1356 43 1 1 -11.559 1 1
1357 43 0 4 17.4400 1 1
1358 43 1 2 2.44000 1 1
1359 43 0 3 -8.5599 1 1
1360 43 1 2 -0.5599 1 1
1361 43 1 4 11.4400 1 1
1362 43 1 1 -12.559 1 1
1363 43 1 2 0.44000 0 1
1364 43 1 2 -3.5599 0 1
1365 43 0 1 0.44000 0 1
1366 43 0 1 -13.560 0 1
1367 43 1 2 -5.5599 0 1
1368 43 0 3 -2.5599 0 1
1369 43 1 1 -9.5599 0 1
1370 43 1 2 -10.559 0 1
1371 43 0 1 -12.559 0 1
1372 43 1 4 12.4400 0 1
1373 43 0 2 -8.5599 0 1
1374 43 0 1 -10.559 0 1
1375 43 1 4 -5.5599 0 1
1376 43 1 4 6.44000 0 1
1377 43 0 4 18.4400 0 1
1378 43 0 4 13.4400 0 1
1379 43 0 1 -1.5599 0 1
1380 43 1 1 -10.559 0 1
1381 43 0 1 -13.560 0 1
1382 43 0 1 -13.560 0 1
1383 43 1 4 12.4400 0 1
1384 43 1 3 -4.5599 0 1
1385 43 1 3 -6.5599 0 1
1386 43 0 2 0.44000 0 1
1387 43 1 4 17.4400 0 1
1388 43 0 1 -11.560 0 1
1389 43 1 4 10.4400 0 1
1390 43 0 1 -0.5599 0 1
1391 44 0 1 -7.5599 0 1
1392 44 0 4 13.4400 0 1
1393 44 1 4 16.4400 0 1
1394 44 0 4 0.44000 0 1
1395 44 0 4 5.44000 0 1
1396 44 0 4 2.44000 0 1
1397 44 0 1 -0.5599 0 1
1398 44 0 4 7.44000 0 1
1399 44 1 3 1.44000 0 1
1400 44 0 1 -3.5599 0 1
1401 44 0 4 13.4400 0 1
1402 44 0 1 -13.559 0 1
1403 44 1 2 -1.5599 0 1
1404 44 0 1 -0.5599 0 1
1405 44 1 3 1.44000 0 1
1406 44 0 4 1.44000 0 1
1407 44 0 1 -10.559 0 1
1408 44 0 2 -6.5600 0 1
1409 44 0 2 -4.5599 0 1
1410 44 0 1 18.4400 0 1
1411 44 1 3 16.4400 0 1
1412 44 0 3 7.44000 0 1
1413 44 0 1 -10.559 0 1
1414 44 0 3 -2.5599 0 1
1415 44 0 2 -4.5599 0 1
1416 44 1 3 -3.5599 0 1
1417 44 0 4 -5.5600 0 1
1418 45 1 2 10.4400 1 1
1419 45 0 1 -7.5599 1 1
1420 45 1 3 -6.5599 1 1
1421 45 1 3 -2.5599 1 1
1422 45 1 2 -9.5599 1 1
1423 45 1 2 -10.559 0 1
1424 45 0 4 11.4400 0 1
1425 45 0 2 -10.559 0 1
1426 45 0 4 1.44000 0 1
1427 45 0 1 10.4400 0 1
1428 45 0 3 0.44000 0 1
1429 45 0 3 -3.5599 0 1
1430 45 0 3 19.4400 0 1
1431 45 0 4 17.4400 0 1
1432 45 0 3 -8.5599 0 1
1433 45 0 2 -6.5599 0 1
1434 45 1 2 4.44000 0 1
1435 45 1 2 1.44000 0 1
1436 45 0 1 -9.5599 0 1
1437 45 0 2 -6.5599 0 1
1438 45 0 3 4.44000 0 1
1439 45 1 4 -0.5599 0 1
1440 45 0 2 -6.5599 0 1
1441 45 0 1 -13.559 0 1
1442 45 0 3 -8.5599 0 1
1443 45 0 2 -6.5599 0 1
1444 45 1 4 -0.5599 0 1
1445 45 1 4 -2.5599 0 1
1446 45 0 3 -11.559 0 1
1447 45 1 4 10.4400 0 1
1448 45 0 2 -4.5599 0 1
1449 45 0 3 -4.5600 0 1
1450 45 1 4 -1.5599 0 1
1451 45 0 1 -1.5599 0 1
1452 45 0 1 -12.560 0 1
1453 45 1 2 -10.559 0 1
1454 45 0 4 1.44000 0 1
1455 45 0 4 5.44000 0 1
1456 45 0 1 -12.560 0 1
1457 46 1 4 13.4400 1 1
1458 46 1 4 7.44000 1 1
1459 46 1 2 7.44000 1 1
1460 46 1 2 -1.5599 1 1
1461 46 1 2 -8.5599 1 1
1462 46 0 1 -8.5599 1 1
1463 46 1 4 -0.5599 1 1
1464 46 0 3 0.44000 1 1
1465 46 0 1 -10.559 1 1
1466 46 1 4 7.44000 1 1
1467 46 0 3 3.44000 1 1
1468 46 1 2 0.44000 1 1
1469 46 0 4 8.44000 0 1
1470 46 1 3 0.44000 0 1
1471 46 1 2 -11.559 0 1
1472 46 0 3 -9.5599 0 1
1473 46 1 3 -3.5599 0 1
1474 46 0 4 10.4400 0 1
1475 46 1 3 -1.5599 0 1
1476 46 0 4 15.4400 0 1
1477 46 1 3 0.44000 0 1
1478 46 1 1 -10.560 0 1
1479 46 0 4 -5.5599 0 1
1480 46 1 3 -3.5599 0 1
1481 46 0 1 -11.559 0 1
1482 46 1 4 4.44000 0 1
1483 46 1 2 -2.5599 0 1
1484 46 0 2 -6.5599 0 1
1485 46 1 4 7.44000 0 1
1486 46 0 1 0.44000 0 1
1487 46 0 4 2.44000 0 1
1488 46 1 4 -2.5599 0 1
1489 46 0 1 -4.5599 0 1
1490 46 0 2 -5.5599 0 1
1491 46 0 4 9.44000 0 1
1492 46 1 2 -10.559 0 1
